stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\code\CSI2P1-Final-Project-Template\SourceCode\allegro5.cfg r
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.25532] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.25533] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.25534] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.25535] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.25536] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.25537] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.25538] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.25540] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.25608] added dtor for bitmap 00000000027a2eb0, func 00007fff4eb81bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26320] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26324] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26329] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26334] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26335] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26336] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26337] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26338] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26339] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.26340] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.26341] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.26342] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.26343] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.26381] added dtor for bitmap 0000000002874d40, func 00007fff4eb81bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26918] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26924] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26926] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26927] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26928] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26929] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26930] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26931] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26932] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.26932] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.26934] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.26935] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.26936] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.26965] added dtor for bitmap 00000000027c2390, func 00007fff4eb81bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.27681] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.27685] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.27686] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.27687] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.27688] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.27689] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.27690] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.27691] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.27692] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.27693] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.27694] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.27696] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.27697] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.27746] added dtor for bitmap 00000000027c2540, func 00007fff4eb81bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.28255] opening assets/sound/atk_sound.wav rb
wav      E                wav.c:121  wav_open                         [   2.28274] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   2.28277] added dtor for sample 00000000027b9f20, func 00007fff4ecb1a1d
dtor     D               dtor.c:196  _al_register_destructor          [   2.28282] added dtor for sample_instance 00000000027b79a0, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.28284] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.28285]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.28286]  0.500000
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.28288] opening assets/image/tungtungtung_stop.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.29269] opening assets/image/tungtungtung_stop.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29285] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29291] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29296] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29297] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29299] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29300] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29301] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29302] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29303] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.29304] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.29305] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.29307] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.29308] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.29377] added dtor for bitmap 000000000287ebd0, func 00007fff4eb81bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.29780] opening assets/image/tungtungtung_move.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.29789] opening assets/image/tungtungtung_move.png rb
image    E                png.c:415  _al_load_png                     [   2.29791] Unable to open assets/image/tungtungtung_move.png for reading.
bitmap   E          bitmap_io.c:209  al_load_bitmap_flags             [   2.29793] Failed loading bitmap assets/image/tungtungtung_move.png with .png handler.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.29794] opening assets/image/tungtungtung_attack.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.29796] opening assets/image/tungtungtung_attack.png rb
image    E                png.c:415  _al_load_png                     [   2.29798] Unable to open assets/image/tungtungtung_attack.png for reading.
bitmap   E          bitmap_io.c:209  al_load_bitmap_flags             [   2.29800] Failed loading bitmap assets/image/tungtungtung_attack.png with .png handler.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.29801] opening assets/image/susu_1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.29813] opening assets/image/susu_1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29821] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29822] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29823] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29824] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29825] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29826] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29827] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29828] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.29828] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.29829] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.29830] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.29832] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.29833] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.29857] added dtor for bitmap 000000000c4d0f30, func 00007fff4eb81bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.30034] opening assets/sound/atk_sound.wav rb
wav      E                wav.c:121  wav_open                         [   2.30043] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   2.30045] added dtor for sample 00000000027b9860, func 00007fff4ecb1a1d
dtor     D               dtor.c:196  _al_register_destructor          [   2.30048] added dtor for sample_instance 00000000027b7be0, func 00007fff4eca929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.30049] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.30051]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.30052]  0.500000
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34061] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34070] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34173] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34177] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34210] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34212] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34266] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34270] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34325] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34328] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34366] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34368] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34412] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34415] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34451] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34453] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34493] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34494] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34532] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34534] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34577] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34579] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34617] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34619] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34673] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34675] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34725] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34732] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34797] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34799] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34849] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34851] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34893] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34894] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.81793] removed dtor for queue 00000000027b8bb0
d3d      I         d3d_disp.cpp:915  d3d_destroy_display              [ 186.81816] destroying display 0000000000e8b390 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.82481] converting display bitmap 000000000c4d0f30 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.82494] added dtor for bitmap 000000000c4d10e0, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.82681] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.82687] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.82698] removed dtor for bitmap 000000000c4d10e0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.82733] converting display bitmap 000000000287ebd0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.82740] added dtor for bitmap 000000000c4d10e0, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.82828] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.82832] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.82857] removed dtor for bitmap 000000000c4d10e0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.82888] converting display bitmap 00000000027c2540 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.82892] added dtor for bitmap 000000000c4d0510, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.82963] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.82976] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.82985] removed dtor for bitmap 000000000c4d0510
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.83011] converting display bitmap 00000000027c2390 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.83015] added dtor for bitmap 000000000c4d0d80, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.83085] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.83088] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.83096] removed dtor for bitmap 000000000c4d0d80
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.83113] converting display bitmap 0000000002874d40 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.83118] added dtor for bitmap 000000000c4d0d80, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.83189] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.83192] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.83199] removed dtor for bitmap 000000000c4d0d80
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.83224] converting display bitmap 00000000027a2eb0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.83239] added dtor for bitmap 000000000c4d0a20, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.83333] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.83338] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.83346] removed dtor for bitmap 000000000c4d0a20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.83374] converting display bitmap 000000000286d9a0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.83378] added dtor for bitmap 000000000c4d0360, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.83462] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.83476] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.83486] removed dtor for bitmap 000000000c4d0360
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.83510] converting display bitmap 00000000027bfc90 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.83516] added dtor for bitmap 000000000c4d06c0, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.83606] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.83610] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.83625] removed dtor for bitmap 000000000c4d06c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.83657] converting display bitmap 00000000027c3d30 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.83661] added dtor for bitmap 000000000c4d10e0, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.83759] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.83762] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.83769] removed dtor for bitmap 000000000c4d10e0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.83800] converting display bitmap 00000000027bf890 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.83804] added dtor for bitmap 000000000c4d0510, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.83864] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.83867] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.83874] removed dtor for bitmap 000000000c4d0510
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.83896] converting display bitmap 00000000027bed80 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.83900] added dtor for bitmap 000000000c4d0a20, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.84005] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.84017] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.84027] removed dtor for bitmap 000000000c4d0a20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.84125] converting display bitmap 00000000027bebd0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.84139] added dtor for bitmap 000000000c4d06c0, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.84259] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.84268] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.84275] removed dtor for bitmap 000000000c4d06c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.84321] converting display bitmap 00000000027bea20 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.84330] added dtor for bitmap 000000000c4d0870, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.84424] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.84428] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.84435] removed dtor for bitmap 000000000c4d0870
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.84468] converting display bitmap 00000000027bff60 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.84474] added dtor for bitmap 000000000c4d0510, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.84569] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.84573] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.84607] removed dtor for bitmap 000000000c4d0510
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.84644] converting display bitmap 0000000002853910 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.84649] added dtor for bitmap 000000000c4d10e0, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.84717] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.84729] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.84745] removed dtor for bitmap 000000000c4d10e0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.84775] converting display bitmap 00000000027bf010 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.84782] added dtor for bitmap 000000000c4d0870, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.84853] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.84858] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.84864] removed dtor for bitmap 000000000c4d0870
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.84898] converting display bitmap 00000000027a98d0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.84907] added dtor for bitmap 000000000c4d0360, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.85190] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.85205] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.85380] removed dtor for bitmap 000000000c4d0360
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 186.85484] converting display bitmap 00000000027b9f90 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 186.85494] added dtor for bitmap 000000000c4d0870, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 186.85629] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 186.85635] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.85697] removed dtor for bitmap 000000000c4d0870
d3d      D         d3d_disp.cpp:899  d3d_destroy_display_internals    [ 186.85781] waiting for display 0000000000e8b390's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [ 186.89504] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [ 186.89521] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1562 d3d_display_thread_proc          [ 186.96967] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97151] removed dtor for bitmap 00000000027a98d0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97182] removed dtor for bitmap 00000000027bf010
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97189] removed dtor for bitmap 0000000002853910
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97192] removed dtor for bitmap 00000000027bff60
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97237] removed dtor for sample_instance 00000000027b79a0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97253] removed dtor for bitmap 00000000027bea20
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97259] removed dtor for bitmap 00000000027bebd0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97264] removed dtor for bitmap 00000000027bed80
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97277] removed dtor for bitmap 00000000027bf890
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97282] removed dtor for bitmap 00000000027c3d30
dtor     D               dtor.c:227  _al_unregister_destructor        [ 186.97285] removed dtor for bitmap 00000000027bfc90
